"x1","x2","y"
0.040501429932192,0.559500004630536,"0"
0.787023729644716,0.135012071346864,"0"
0.296667825896293,0.116639495827258,"0"
0.853412225143984,0.0836312156170607,"0"
0.950632523745298,0.412095478037372,"0"
0.864181003998965,0.809774950612336,"0"
0.215717493789271,0.327216071542352,"0"
0.404081139015034,0.117915022885427,"0"
0.889420101419091,0.560807602712885,"0"
0.284624192398041,0.111450661439449,"0"
0.898671861505136,0.216203186428174,"0"
0.453363511711359,0.999765072483569,"0"
0.762519229901955,0.220952128991485,"0"
0.103298989823088,0.725626738509163,"0"
0.538254366256297,0.198354620486498,"0"
0.236765795387328,0.700567145831883,"0"
0.182925363769755,0.976621967507526,"0"
0.824784958502278,0.546840196941048,"0"
0.383245911449194,0.983587276889011,"0"
0.455981560051441,0.538158086594194,"0"
0.534783955430612,0.687183357542381,"0"
0.449635859578848,0.0683115823194385,"0"
0.412785508669913,0.230781067628413,"0"
0.184746618848294,0.993138311663643,"0"
0.460990759776905,0.112752319779247,"0"
0.645637511275709,0.636657575378194,"0"
0.148127619875595,0.320848305476829,"0"
0.614022242603824,0.300896711880341,"0"
0.969854182098061,0.808017551898956,"0"
0.431001687422395,0.967878167051822,"0"
0.0104836036916822,0.100710526108742,"0"
0.776525913039222,0.272327010519803,"0"
0.617294360883534,0.595286409370601,"0"
0.907338780350983,0.378263259772211,"0"
0.982819705503061,0.658903185976669,"0"
0.132145959185436,0.894602368120104,"0"
0.404780711513013,0.685734326252714,"0"
0.713871438987553,0.17247177939862,"0"
0.613578676711768,0.975874796044081,"0"
0.990142529131845,0.596425748895854,"0"
0.0514949425123632,0.0711722425185144,"0"
0.0947114722803235,0.212924782652408,"0"
0.885502951685339,0.085724538192153,"0"
0.565938112093136,0.900815247325227,"0"
0.0757350588683039,0.491695263190195,"0"
0.411606334848329,0.0569821060635149,"0"
0.038431606721133,0.811324051348493,"0"
0.747024002717808,0.440076522994787,"0"
0.630561962258071,0.287522069877014,"0"
0.464764897478744,0.461461173370481,"0"
0.482388283824548,0.940582562005147,"0"
0.870436327531934,0.657508575823158,"0"
0.304357966640964,0.620594507083297,"0"
0.0465869854670018,0.976851152256131,"0"
0.02190549694933,0.981481580296531,"0"
0.153313736664131,0.681923699332401,"0"
0.719064601464197,0.624969588592649,"0"
0.0179867800325155,0.939077999675646,"0"
0.866388479713351,0.302476701093838,"0"
0.780910910572857,0.779242060845718,"0"
0.657942070625722,0.641976484796032,"0"
0.419006045674905,0.755765306064859,"0"
0.458541548810899,0.181052108528093,"0"
0.0908534366171807,0.384074494475499,"0"
0.726668990915641,0.225644336082041,"0"
0.692932172911242,0.460387263214216,"0"
0.171503465157002,0.661421014694497,"0"
0.0324828063603491,0.973459619330242,"0"
0.385670552495867,0.639487057924271,"0"
0.960241832071915,0.185322601115331,"0"
0.112618261016905,0.0124669359065592,"0"
0.0649385242722929,0.30291147204116,"0"
0.43311750376597,0.362286313669756,"0"
0.859923955984414,0.814971880288795,"0"
0.247888112440705,0.943344286177307,"0"
0.0822878160979599,0.550835624104366,"0"
0.0233581971842796,0.240113731473684,"0"
0.236771943746135,0.936490727821365,"0"
0.244779837550595,0.164751016534865,"0"
0.275186928687617,0.775126586901024,"0"
0.484968445729464,0.594175640726462,"0"
0.0107694990001619,0.825284299673513,"0"
0.115067150909454,0.67228619614616,"0"
0.126061913091689,0.0351223750039935,"0"
0.635657262755558,0.705861378228292,"0"
0.125769012840465,0.659720974741504,"0"
0.736544195562601,0.73492395109497,"0"
0.455363973043859,0.2679311002139,"0"
0.478370051365346,0.394409036729485,"0"
0.332981563406065,0.518015458714217,"0"
0.653058718889952,0.513593999436125,"0"
0.492483358131722,0.502795073203743,"0"
0.311840928625315,0.381761110620573,"0"
0.0720252553001046,0.803364044986665,"0"
0.786538541782647,0.168771156808361,"0"
0.430952232796699,0.922958577284589,"0"
0.501371280988678,0.432883911998942,"0"
0.795489721465856,0.129540403373539,"0"
0.308658929308876,0.41020639706403,"0"
0.371917970478535,0.551654993789271,"0"
0.152716746088117,0.00413022073917091,"0"
0.551683149300516,0.00917782285250723,"0"
0.202958398731425,0.156199304852635,"0"
0.682333008851856,0.353896177140996,"0"
0.249596088193357,0.114556675311178,"0"
0.89731503254734,0.72617721115239,"0"
0.335292810341343,0.692485529696569,"0"
0.333432800834998,0.900440179742873,"0"
0.176513813436031,0.383178737945855,"0"
0.973582844715565,0.107285274658352,"0"
0.721531249815598,0.801334768068045,"0"
0.0710333124734461,0.580368803581223,"0"
0.648270496400073,0.651874377857894,"0"
0.844191075768322,0.126050641527399,"0"
0.195018356200308,0.384114855434746,"0"
0.126053048297763,0.538991803536192,"0"
0.0471647416707128,0.220281458925456,"0"
0.806273502064869,0.318745517637581,"0"
0.999279868789017,0.596151327015832,"0"
0.785010263556615,0.103564739925787,"0"
0.967777109704912,0.439135895343497,"0"
0.836342943133786,0.0392447889316827,"0"
0.783091269200668,0.47306610760279,"0"
0.449577246792614,0.783682215726003,"0"
0.881311923498288,0.00680347089655697,"0"
0.0493703533429652,0.859427157789469,"0"
0.0233322863932699,0.994315822143108,"0"
0.887603409355506,0.0344783389009535,"0"
0.485938419122249,0.571091449819505,"0"
0.207642439287156,0.371327976463363,"0"
0.267983982106671,0.254020459018648,"0"
0.157125545898452,0.72058328287676,"0"
0.264392262790352,0.331240740139037,"0"
0.463254494825378,0.385572711005807,"0"
0.237744220066816,0.985055201454088,"0"
0.237298033433035,0.661443257704377,"0"
0.391281377756968,0.157859656959772,"0"
0.785692585166544,0.43013898585923,"0"
0.000856433296576142,0.292765197809786,"0"
0.0596335998270661,0.764248232124373,"0"
0.354679945856333,0.0557907950133085,"0"
0.764433683361858,0.559758558403701,"0"
0.335944848833606,0.414375567575917,"0"
0.0696759065613151,0.65873770439066,"0"
0.633549695601687,0.34437586273998,"0"
0.781044736271724,0.780430033802986,"0"
0.640610920730978,0.785366262774915,"0"
0.73872317140922,0.110884578665718,"0"
0.0989169746171683,0.574676771881059,"0"
0.0945168402977288,0.420114733278751,"0"
0.691838611848652,0.824385941727087,"0"
0.26057686842978,0.902968402486295,"0"
0.561842570081353,0.498916598968208,"0"
0.515367376152426,0.861258722143248,"0"
0.264652670826763,0.868442181730643,"0"
0.0187486980576068,0.157196128275245,"0"
0.376513386843726,0.791133959311992,"0"
0.434277113992721,0.277616175590083,"0"
0.650491379667073,0.225324783241376,"0"
0.549287835834548,0.25770538020879,"0"
0.756616726284847,0.593736886512488,"0"
0.994349281769246,0.183969837380573,"0"
0.974866417236626,0.924729929072782,"0"
0.720420471392572,0.0328035193961114,"0"
0.282856832258403,0.533202099613845,"0"
0.79843708849512,0.0242589514236897,"0"
0.845489185070619,0.409688056679443,"0"
0.492830930743366,0.861239986959845,"0"
0.716239572502673,0.807973130140454,"0"
0.585016713943332,0.186423110077158,"0"
0.0316229965537786,0.18176266271621,"0"
0.300202706595883,0.623085205210373,"0"
0.294120974605903,0.821319328155369,"0"
0.459231086540967,0.751023920951411,"0"
0.673342283815145,0.0787383168935776,"0"
0.686765409307554,0.0999047646764666,"0"
0.534481725189835,0.103944576811045,"0"
0.729588440153748,0.80917023262009,"0"
0.100771595723927,0.639142896747217,"0"
0.879426610656083,0.953364565735683,"0"
0.0831421490292996,0.635318094398826,"0"
0.581472586840391,0.975720164366066,"0"
0.89060860616155,0.0991043744143099,"0"
0.329776446800679,0.494391919579357,"0"
0.906313460785896,0.637056075036526,"0"
0.901673332322389,0.853380346437916,"0"
0.189750882796943,0.146147849271074,"0"
0.839153384324163,0.866019557230175,"0"
0.735508806537837,0.767637500539422,"0"
0.712875920347869,0.271956456825137,"0"
0.105995008721948,0.156363469082862,"0"
0.146780565613881,0.765706012025476,"0"
0.413800157373771,0.0197674792725593,"0"
0.710812165867537,0.619288563029841,"0"
0.433791651623324,0.727044513681903,"0"
0.817450697068125,0.40107892267406,"0"
0.508508885744959,0.793684273492545,"0"
0.860801408533007,0.136876387055963,"0"
0.211355506442487,0.988863526144996,"0"
0.91000592848286,0.217370841884986,"0"
0.0481590973213315,0.585580829065293,"0"
0.813750054687262,0.0781018058769405,"0"
0.271016474580392,0.935544114792719,"0"
0.579189696582034,0.810597291216254,"0"
0.62788885529153,0.0545957898721099,"0"
0.93503857543692,0.222444833256304,"0"
0.404259514063597,0.557853268226609,"0"
0.203804844757542,0.515291126677766,"0"
0.85768334264867,0.016068106982857,"0"
0.220770167652518,0.482754575321451,"0"
0.344184303889051,0.591652085073292,"0"
0.484050733968616,0.463340238900855,"0"
0.456918169744313,0.736158464103937,"0"
0.748341275379062,0.996910688001662,"0"
0.347229506354779,0.854195831110701,"0"
0.395371227059513,0.121800747700036,"0"
0.521575981052592,0.612972493283451,"0"
0.000729575054720044,0.00392526295036077,"0"
0.78971464629285,0.677019622409716,"0"
0.71068952488713,0.257948322454467,"0"
0.0476927787531167,0.766193037154153,"0"
0.521778698079288,0.146832058671862,"0"
0.291583250975236,0.627145409118384,"0"
0.862051432020962,0.612251455895603,"0"
0.857566702179611,0.994581998093054,"0"
0.932435357244685,0.343193260254338,"0"
0.445187733275816,0.694272599648684,"0"
0.896483558695763,0.294908017618582,"0"
0.0143428992014378,0.699138327268884,"0"
0.334682065993547,0.372188497101888,"0"
0.36963586253114,0.712416455848143,"0"
0.800958043895662,0.370670733507723,"0"
0.666492216754705,0.056553820380941,"0"
0.598548509180546,0.455643280176446,"0"
0.90571863995865,0.34386598947458,"0"
0.837356546195224,0.936755463480949,"0"
0.693643116159365,0.148315472761169,"0"
0.520977763691917,0.673902138601989,"0"
0.331030877307057,0.809896299149841,"0"
0.182757843285799,0.194916243897751,"0"
0.181033873464912,0.875562164932489,"0"
0.990883765509352,0.791214627912268,"0"
0.803947915323079,0.955019201384857,"0"
0.685310759348795,0.923198137199506,"0"
0.500310793984681,0.486319730989635,"0"
0.983274635160342,0.914884659694508,"0"
0.260348795680329,0.42909596581012,"0"
0.162884450517595,0.357045701704919,"0"
0.148509476101026,0.934949857415631,"0"
0.40359588060528,0.305447917198762,"0"
0.321330355713144,0.982607343234122,"0"
0.805773762986064,0.895709974924102,"0"
0.134231610922143,0.756900153122842,"0"
0.887813050067052,0.0644828064832836,"0"
0.385929347248748,0.960588188376278,"0"
0.377850034274161,0.94139433442615,"0"
0.83293171832338,0.767797496402636,"0"
0.989966130815446,0.24422468082048,"0"
0.0840232581831515,0.197702347533777,"0"
0.404513073153794,0.482112201629207,"0"
0.432266291696578,0.182434878312051,"0"
0.0173378782346845,0.597040588501841,"0"
0.39920608070679,0.370659141102806,"0"
0.492085738573223,0.872732422547415,"0"
0.426851983880624,0.616885719820857,"0"
0.751256786985323,0.338116156170145,"0"
0.233736363239586,0.359867290360853,"0"
0.713199180550873,0.957875697640702,"0"
0.692101101623848,0.147686468670145,"0"
0.0323222796432674,0.953711215406656,"0"
0.658183561637998,0.704341943608597,"0"
0.567070513265207,0.403919575037435,"0"
0.444685847498477,0.976761893136427,"0"
0.635975976241753,0.885951053351164,"0"
0.667168527375907,0.479585973080248,"0"
0.812953862594441,0.890914774499834,"0"
0.22941530495882,0.440853105159476,"0"
0.683208468835801,0.90546668600291,"0"
0.792717216070741,0.00456877332180738,"0"
0.419420771999285,0.23556266957894,"0"
0.311818710761145,0.0842404817230999,"0"
0.771316602127627,0.694329105084762,"0"
0.131761673372239,0.661855765385553,"0"
0.897302794968709,0.932112232549116,"0"
0.991344750160351,0.608139593852684,"0"
0.521019915351644,0.282375551993027,"0"
0.130317197414115,0.926603927509859,"0"
0.355171457631513,0.0666618582326919,"0"
0.0862072766758502,0.490259295562282,"0"
0.27881395840086,0.660755189601332,"0"
0.726392312906682,0.82068895897828,"0"
0.708367733052,0.287314938846976,"0"
0.952095783315599,0.495576359331608,"0"
0.952818857040256,0.294251218670979,"0"
0.0657132368069142,0.442190700210631,"0"
0.905411960789934,0.64058820460923,"0"
0.636875430354849,0.95675822137855,"0"
0.910386258736253,0.587219794047996,"0"
0.0149690289981663,0.738662117393687,"0"
0.479264940368012,0.17073217057623,"0"
0.46656541293487,0.390093131689355,"0"
0.480462006293237,0.501585090532899,"0"
0.646066869376227,0.203648511786014,"0"
0.0647583042737097,0.816205876180902,"0"
0.672922358615324,0.413546461611986,"0"
0.708755935775116,0.29585943184793,"0"
0.1532000543084,0.252456356072798,"0"
0.715231377631426,0.847118554404005,"0"
0.84202881064266,0.410630357218906,"0"
0.040204644203186,0.470674546202645,"0"
0.188028061529621,0.18641391210258,"0"
0.688168473774567,0.958643392194062,"0"
